Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
BLAT,Antibiotic Resistance,CARD,ST23,fig|90370.6317.peg.130,0,0,AAC75136.1,Escherichia coli,mdtB,MdtB efflux pump component,,efflux pump conferring antibiotic resistance,0,100,100,91,0
K-mer Search,Antibiotic Resistance,PATRIC,ST23,fig|90370.6317.peg.5041,0,0,0,unknown,tufA,Elongation factor Tu,Elongation factor Tu,antibiotic target in susceptible species,364475;9678602,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST23,fig|90370.6317.peg.2183,0,0,NP_462735.1,Salmonella enterica,gyrB,DNA gyrase subunit B,,fluoroquinolone resistance gene,0,100,100,100,0
K-mer Search,Antibiotic Resistance,PATRIC,ST23,fig|90370.6317.peg.129,0,0,0,unknown,mdtABC-tolC,MdtC efflux pump component,MdtC efflux pump component,efflux pump conferring antibiotic resistance,12107134,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST23,fig|90370.6317.peg.131,0,0,0,unknown,mdtABC-tolC,MdtA efflux pump component,MdtA efflux pump component,efflux pump conferring antibiotic resistance,12107134,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST23,fig|90370.6317.peg.127,0,0,BAA15934.1,Escherichia coli,baeS,BaeS histidine kinase,,efflux pump conferring antibiotic resistance,0,100,100,88,1.00E-245
BLAT,Antibiotic Resistance,CARD,ST23,fig|90370.6317.peg.2587,0,0,NP_415222.1,Escherichia coli,kdpE,KdpE response regulator,,aminoglycoside resistance gene,0,99,99,91,1.00E-116
BLAT,Antibiotic Resistance,CARD,ST23,fig|90370.6317.peg.1672,0,0,BAE78116.1,Escherichia coli,pmrC,PmrC transferase,,polymyxin resistance gene,0,100,100,82,1.00E-279
K-mer Search,Antibiotic Resistance,PATRIC,ST23,fig|90370.6317.peg.4168,0,0,0,unknown,dfrA,Dihydrofolate reductase,Dihydrofolate reductase,antibiotic target in susceptible species,20169085;25288078,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST23,fig|90370.6317.peg.322,0,0,0,unknown,pgsA,PgsA phosphatidyltransferase,PgsA phosphatidyltransferase,cell wall charge modification resistance,22238576,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST23,fig|90370.6317.peg.3042,0,0,0,unknown,aac(6')-Ic,AAC(6') acetyltransferase,AAC(6') acetyltransferase,antibiotic inactivation enzyme,11158753;15155202;1354954;2069376;8257129;7810994;8001769;7793874;10188279;10542165;10508008,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST23,fig|90370.6317.peg.4868,0,0,0,unknown,tufA,Elongation factor Tu,Elongation factor Tu,antibiotic target in susceptible species,364475;9678602,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST23,fig|90370.6317.peg.673,0,0,0,unknown,tolC,TolC outer membrane channel,TolC outer membrane channel,efflux pump conferring antibiotic resistance,6219270,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST23,fig|90370.6317.peg.3140,0,0,0,unknown,marB,MarB regulator,MarB regulator,antibiotic resistance gene cluster,8383113;9068629,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST23,fig|90370.6317.peg.4861,0,0,0,unknown,rpoB,RNA polymerase beta subunit,RNA polymerase beta subunit,antibiotic target in susceptible species,3050121;15047531;16723576,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST23,fig|90370.6317.peg.1643,0,0,NP_463130.1,Salmonella enterica,soxS,SoxS regulator,,efflux pump conferring antibiotic resistance,0,100,100,99,7.00E-56
K-mer Search,Antibiotic Resistance,PATRIC,ST23,fig|90370.6317.peg.2689,0,0,0,unknown,dxr,Dxr reductoisomerase,Dxr reductoisomerase,antibiotic target in susceptible species,16321944,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.1635,0,0,AAC76093.1,Escherichia coli,bacA,BacA diphosphatase,,peptide antibiotic resistance gene,0,100,100,97,1.00E-149
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.351,0,0,AAC75089.1,Escherichia coli,pmrE,PmrE dehydrogenase,,polymyxin resistance gene,0,100,100,88,1.00E-196
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.4702,0,0,NP_312937.1,Escherichia coli,rpoB,RNA polymerase beta subunit,,rifampin resistance gene,0,100,100,98,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.1726,0,0,0,unknown,folP,Dihydropteroate synthase,Dihydropteroate synthase,antibiotic target in susceptible species,15673783,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.2985,0,0,YP_490697.1,Escherichia coli,acrD,AcrD efflux pump component,,efflux pump conferring antibiotic resistance,0,100,100,94,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.3251,0,0,AAC74149.2,Escherichia coli,mdtH,MdtH efflux pump,,efflux pump conferring antibiotic resistance,0,99,99,91,1.00E-216
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.1741,0,0,AIL15701,Escherichia coli,murA,MurA transferase,,fosfomycin resistance gene,0,100,100,97,1.00E-233
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.925,0,0,0,unknown,rpsL,Ribosomal protein S12,Ribosomal protein S12,antibiotic target in susceptible species,7934937,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.2030,0,0,AFH35853.1,Escherichia coli,mdfA,MdfA efflux pump,,efflux pump conferring antibiotic resistance,0,98,98,88,1.00E-206
BLAT,Antibiotic Resistance,NDARO,ST24,fig|90370.6315.peg.4915,0,0,WP_000027057.1,Bacteria,0,TEM beta-lactamase,TEM-1 beta-lactamase,unknown,0,100,100,100,1.00E-163
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.4633,0,0,ABG77966.1,Enterobacter cloacae,acrB,AcrF efflux pump component,,efflux pump conferring antibiotic resistance,0,11,96,91,9.00E-57
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.4896,0,0,0,unknown,aph(3'')-I,APH(3'')-I phosphotransferase,APH(3'')-I phosphotransferase,antibiotic inactivation enzyme,2167474;2653965;16954315,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.3034,0,0,YP_489794.1,Escherichia coli,marA,MarA regulator,,efflux pump conferring antibiotic resistance,0,99,99,95,1.00E-65
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.409,0,0,YP_490321.1,Escherichia coli,baeR,BaeR response regulator,,efflux pump conferring antibiotic resistance,0,100,100,96,1.00E-130
BLAT,Antibiotic Resistance,NDARO,ST24,fig|90370.6315.peg.4835,0,0,WP_000412211.1,Bacteria/Archaea,0,Chloramphenicol acetyltransferase,Chloramphenicol O-acetyltransferase,unknown,0,100,100,100,1.00E-132
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.2763,0,0,0,unknown,ddl,D-Ala-D-Ala ligase,D-Ala-D-Ala ligase,antibiotic target in susceptible species,24303782;24033232,0,0,0,0
BLAT,Antibiotic Resistance,NDARO,ST24,fig|90370.6315.peg.4841,0,0,WP_000703418.1,Gammaproteobacteria,0,ANT(3'')-Ia nucleotidyltransferase,DfrA7 dihydrofolate reductase,unknown,0,99,78,100,2.00E-85
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.3721,0,0,NP_312864.1,Escherichia coli,cpxA,CpxA histidine kinase,,efflux pump conferring antibiotic resistance,0,99,99,97,1.00E-259
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.1207,0,0,NP_417169.1,Escherichia coli,emrR,EmrR regulator,,efflux pump conferring antibiotic resistance,0,98,98,93,2.00E-90
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.3444,0,0,NP_459345.2,Salmonella enterica,mdsC,OprM efflux pump component,,efflux pump conferring antibiotic resistance,0,26,99,98,2.00E-65
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.3616,0,0,AAC75314.1,Escherichia coli,pmrF,PmrF transferase,,polymyxin resistance gene,0,98,97,87,1.00E-161
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.2256,0,0,AFK13828.1,Enterobacter cloacae,ramA,RamA activator,,efflux pump conferring antibiotic resistance,0,91,100,85,2.00E-53
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.2067,0,0,0,unknown,macA,MacA efflux protein,MacA efflux protein,efflux pump conferring antibiotic resistance,11544226,0,0,0,0
BLAT,Antibiotic Resistance,NDARO,ST24,fig|90370.6315.peg.4896,0,0,WP_001082319.1,Bacteria,0,APH(3'')-I phosphotransferase,APH(3'')-Ib phosphotransferase,unknown,0,100,100,99,1.00E-156
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.404,0,0,AAC75135.2,Escherichia coli,mdtA,MdtA efflux pump component,,efflux pump conferring antibiotic resistance,0,90,91,86,1.00E-182
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.2779,0,0,NP_414618.4,Escherichia coli,leuO,LeuO activator,,sulfonamide resistance gene,0,95,95,89,1.00E-157
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.1611,0,0,NP_462096.1,Salmonella enterica,parE,DNA topoisomerase IV subunit B,,fluoroquinolone resistance gene,0,100,100,100,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.4842,0,0,0,unknown,qacE,QacE delta 1 efflux transporter,QacE efflux transporter,efflux pump conferring antibiotic resistance,0,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.932,0,0,0,unknown,rpsJ,Ribosomal protein S10,Ribosomal protein S10,antibiotic target in susceptible species,26124155,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.78,0,0,NP_416340.1,Escherichia coli,mgrB,MgrB regulator,,polymyxin resistance gene,0,100,100,87,1.00E-18
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.3776,0,0,0,unknown,katG,KatG catalase-peroxidase,KatG catalase-peroxidase,antibiotic activation enzyme,14638486,0,0,0,0
BLAT,Antibiotic Resistance,NDARO,ST24,fig|90370.6315.peg.4843,0,0,WP_000259031.1,Bacteria,0,Sul1/Sul2 resistance protein,Dihydropteroate synthase Sul1,unknown,0,100,100,100,1.00E-156
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.4915,0,0,CAD09800.1,Salmonella enterica,tem-1,TEM beta-lactamase,,beta-lactam resistance gene,0,100,100,100,1.00E-163
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.928,0,0,0,unknown,tufA,Elongation factor Tu,Elongation factor Tu,antibiotic target in susceptible species,364475;9678602,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.4835,0,0,0,unknown,CatA1/CatA4 family,Chloramphenicol acetyltransferase,Chloramphenicol acetyltransferase,antibiotic inactivation enzyme,27635645;25779570 ,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.2038,0,0,NP_415372.1,Escherichia coli,nfsA,NfsA nitroreductase,,nitrofuratoin resistance gene,0,100,100,87,1.00E-124
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.1855,0,0,NP_458564.1,Salmonella enterica,soxR,SoxR activator,,efflux pump conferring antibiotic resistance,0,100,100,100,9.00E-84
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.1206,0,0,0,unknown,emrAB-tolC,EmrA efflux pump component,EmrA efflux pump component,efflux pump conferring antibiotic resistance,1409590,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.1397,0,0,0,unknown,mdtM,MdtM efflux pump,MdtM efflux pump,efflux pump conferring antibiotic resistance,23221628,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.3035,0,0,AAC74603.2,Escherichia coli,marR,MarR regulator,,efflux pump conferring antibiotic resistance,0,100,100,92,3.00E-72
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.2357,0,0,ABG77965.1,Enterobacter cloacae,acrA,AcrA efflux pump component,,efflux pump conferring antibiotic resistance,0,97,97,87,1.00E-190
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.3643,0,0,0,unknown,gyrA,DNA gyrase subunit A,DNA gyrase subunit A,antibiotic target in susceptible species,9293187,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.2108,0,0,NP_415434.1,Escherichia coli,msbA,MsbA export protein,,efflux pump conferring antibiotic resistance,0,100,100,96,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.4835,0,0,CAA23899.1,Escherichia coli,catI,Chloramphenicol acetyltransferase,,chloramphenicol resistance gene,0,100,100,100,1.00E-132
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.4632,0,0,0,unknown,AcrEF-TolC ,AcrF efflux pump component,AcrF efflux pump component,efflux pump conferring antibiotic resistance,1720861,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.2500,0,0,0,unknown,acrZ,AcrZ efflux pump component,AcrZ efflux pump component,efflux pump conferring antibiotic resistance,23010927,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.4702,0,0,0,unknown,rpoB,RNA polymerase beta subunit,RNA polymerase beta subunit,antibiotic target in susceptible species,3050121;15047531;16723576,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.4029,0,0,0,unknown,sugE,SugE efflux transporter,SugE efflux transporter,efflux pump conferring antibiotic resistance,11948170,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.1741,0,0,0,unknown,murA,MurA transferase,MurA transferase,antibiotic target in susceptible species,8994972,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.189,0,0,0,unknown,pgsA,PgsA phosphatidyltransferase,PgsA phosphatidyltransferase,cell wall charge modification resistance,22238576,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.4695,0,0,0,unknown,tufA,Elongation factor Tu,Elongation factor Tu,antibiotic target in susceptible species,364475;9678602,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.1196,0,0,NP_417177.1,Escherichia coli,alaS,Alanyl-tRNA synthetase,,aminocoumarin resistance gene,0,100,100,95,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.3265,0,0,YP_489321.1,Escherichia coli,mdtG,MdtG efflux pump,,efflux pump conferring antibiotic resistance,0,97,98,91,1.00E-207
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.4243,0,0,0,unknown,mdtL,MdtL efflux pump,MdtL efflux pump,efflux pump conferring antibiotic resistance,11566977,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.4632,0,0,AAC76298.1,Escherichia coli,acrF,AcrF efflux pump component,,efflux pump conferring antibiotic resistance,0,87,98,89,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.1397,0,0,AAC77293.1,Escherichia coli,mdtM,MdtM efflux pump,,efflux pump conferring antibiotic resistance,0,98,97,86,1.00E-202
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.1883,0,0,BAE78116.1,Escherichia coli,pmrC,PmrC transferase,,polymyxin resistance gene,0,100,100,82,1.00E-279
BLAT,Antibiotic Resistance,NDARO,ST24,fig|90370.6315.peg.4842,0,0,WP_000679427.1,Bacteria,0,QacE delta 1 efflux transporter,QacE efflux transporter,unknown,0,100,100,100,6.00E-60
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.2358,0,0,0,unknown,acrAB-tolC,AcrB efflux pump component,AcrB efflux pump component,efflux pump conferring antibiotic resistance,7651136,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.4454,0,0,0,unknown,kasA,KasA synthase,KasA synthase,antibiotic target in susceptible species,10428945,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.3475,0,0,0,unknown,ddl,D-Ala-D-Ala ligase,D-Ala-D-Ala ligase,antibiotic target in susceptible species,24303782;24033232,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.1834,0,0,0,unknown,alr,Alanine racemase,Alanine racemase,antibiotic target in susceptible species,19748470;24303782,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.2356,0,0,0,unknown,acrAB-tolC,AcrR regulator,AcrR regulator,regulator modulating antibiotic resistance,0,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.629,0,0,0,unknown,0,Class B3 beta-lactamase,Class B3 beta-lactamase,antibiotic inactivation enzyme,22985886;16723554;12019096;26666948;18843302;11749954;26482314;22442240;15561856;10858348;18563261,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.4633,0,0,0,unknown,AcrEF-TolC ,AcrF efflux pump component,AcrF efflux pump component,efflux pump conferring antibiotic resistance,1720861,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.927,0,0,0,unknown,fusA,Elongation factor G,Elongation factor G,antibiotic target in susceptible species,17980694,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.4815,0,0,NP_416715.1,Escherichia coli,yojI,YojI siderophore exporter,,efflux pump conferring antibiotic resistance,0,100,100,90,1.00E-291
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.407,0,0,AAC75138.1,Escherichia coli,mdtD,MdtD efflux transporter,,efflux pump conferring antibiotic resistance,0,99,99,85,1.00E-235
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.4895,0,0,AAC23556.1,Pseudomonas aeruginosa,aph(6)-Id,APH(6)-Id phosphotransferase,,aminoglycoside resistance gene,0,100,100,99,1.00E-160
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.2029,0,0,0,unknown,bcrC,BcrC diphosphatase,BcrC diphosphatase,antibiotic target protection protein,12486040;15778224;15946938,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.3034,0,0,0,unknown,marA,MarA regulator,MarA regulator,antibiotic resistance gene cluster,8383113;9068629,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.1648,0,0,NP_417544.5,Escherichia coli,patA,PatA aminotransferase,,efflux pump conferring antibiotic resistance,0,99,99,94,1.00E-252
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.2357,0,0,0,unknown,acrAB-tolC,AcrA efflux pump component,AcrA efflux pump component,efflux pump conferring antibiotic resistance,7651136,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.3631,0,0,CDJ72593,Escherichia coli,glpT,GlpT transporter,,fosfomycin resistance gene,0,100,100,96,1.00E-265
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.404,0,0,0,unknown,mdtABC-tolC,MdtA efflux pump component,MdtA efflux pump component,efflux pump conferring antibiotic resistance,12107134,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.2257,0,0,ACH50230.1,Salmonella enterica,ramR,AcrR family regulator,,efflux pump conferring antibiotic resistance,0,100,100,97,1.00E-104
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.4155,0,0,NP_415791.1,Escherichia coli,cysB,CysB activator,,aminocoumarin resistance gene,0,100,100,95,1.00E-177
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.406,0,0,0,unknown,mdtABC-tolC,MdtC efflux pump component,MdtC efflux pump component,efflux pump conferring antibiotic resistance,12107134,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.3035,0,0,0,unknown,MarR,MarR regulator,MarR regulator,antibiotic resistance gene cluster,7768850;8282690;8383113;9068629,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.405,0,0,AAC75136.1,Escherichia coli,mdtB,MdtB efflux pump component,,efflux pump conferring antibiotic resistance,0,100,100,91,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.194,0,0,NP_460903.1,Salmonella enterica,sdiA,SdiA transcriptional activator,,efflux pump conferring antibiotic resistance,0,100,100,98,1.00E-137
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.566,0,0,CDJ73208,Escherichia coli,uhpT,UhpT transport protein,,fosfomycin resistance gene,0,99,99,95,1.00E-258
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.39,0,0,0,unknown,alr,Alanine racemase,Alanine racemase,antibiotic target in susceptible species,19748470;24303782,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.1881,0,0,YP_492255.1,Escherichia coli,pmrB,PmrB sensor kinase,,unknown,0,97,98,85,1.00E-172
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.2569,0,0,NP_415222.1,Escherichia coli,kdpE,KdpE response regulator,,aminoglycoside resistance gene,0,99,99,91,1.00E-116
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.1616,0,0,0,unknown,tolC,TolC outer membrane channel,TolC outer membrane channel,efflux pump conferring antibiotic resistance,6219270,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.1602,0,0,NP_462089.1,Salmonella enterica,parC,DNA topoisomerase IV subunit A,,fluoroquinolone resistance gene,0,100,100,99,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.406,0,0,AAC75137.1,Escherichia coli,mdtC,MdtC efflux pump component,,efflux pump conferring antibiotic resistance,0,99,99,91,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.1206,0,0,BAA16547.1,Escherichia coli,emrA,EmrA efflux pump component,,efflux pump conferring antibiotic resistance,0,100,100,89,1.00E-198
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.2068,0,0,0,unknown,macB,MacB efflux protein,MacB efflux protein,efflux pump conferring antibiotic resistance,11544226,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.3128,0,0,0,unknown,aac(6')-Ic,AAC(6') acetyltransferase,AAC(6') acetyltransferase,antibiotic inactivation enzyme,11158753;15155202;1354954;2069376;8257129;7810994;8001769;7793874;10188279;10542165;10508008,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.2985,0,0,0,unknown,acrAD-tolC,AcrD efflux pump component,AcrD efflux pump component,efflux pump conferring antibiotic resistance,10692383,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.4915,0,0,0,unknown,tem,TEM beta-lactamase,TEM beta-lactamase,antibiotic inactivation enzyme,11585791,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.1726,0,0,YP_491362.1,Escherichia coli,folP,Dihydropteroate synthase,,sulfonamide resistance gene,0,75,99,92,1.00E-109
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.1854,0,0,NP_463130.1,Salmonella enterica,soxS,SoxS regulator,,efflux pump conferring antibiotic resistance,0,100,100,99,7.00E-56
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.2812,0,0,0,unknown,dfrA,Dihydrofolate reductase,Dihydrofolate reductase,antibiotic target in susceptible species,20169085;25288078,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.2030,0,0,0,unknown,mdfA,MdfA efflux pump,MdfA efflux pump,efflux pump conferring antibiotic resistance,9079913,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.906,0,0,BAE77933.1,Escherichia coli,crp,CRP,,efflux pump conferring antibiotic resistance,0,100,100,98,1.00E-115
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.4416,0,0,CDO13981.1,Klebsiella pneumoniae,phoP,PhoP regulator,,polymyxin resistance gene,0,100,99,92,1.00E-114
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.4841,0,0,ACS44716.1,Acinetobacter baumannii,dfrA7,ANT(3'')-Ia nucleotidyltransferase,,trimethoprim resistance gene,0,99,78,100,2.00E-85
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.3128,0,0,AAF03531.1,Salmonella enterica,aac(6')-Iy,AAC(6') acetyltransferase,,aminoglycoside resistance gene,0,100,84,97,4.00E-80
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.829,0,0,0,unknown,gdpD,GdpD phosphodiesterase,GdpD phosphodiesterase,cell wall charge modification resistance,21899450,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.4631,0,0,0,unknown,AcrEF-TolC ,AcrE efflux pump component,AcrE efflux pump component,efflux pump conferring antibiotic resistance,1720861,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.2670,0,0,0,unknown,dxr,Dxr reductoisomerase,Dxr reductoisomerase,antibiotic target in susceptible species,16321944,0,0,0,0
BLAT,Antibiotic Resistance,NDARO,ST24,fig|90370.6315.peg.4897,0,0,WP_001043265.1,Proteobacteria,0,Sul1/Sul2 resistance protein,Dihydropteroate synthase Sul2,unknown,0,100,100,100,1.00E-148
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.1205,0,0,AAC75733.1,Escherichia coli,emrB,EmrB efflux pump component,,efflux pump conferring antibiotic resistance,0,100,100,95,1.00E-289
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.4631,0,0,AAC76297.1,Escherichia coli,acrE,AcrE efflux pump component,,efflux pump conferring antibiotic resistance,0,34,96,88,2.00E-63
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.3643,0,0,NP_461214.1,Salmonella enterica,gyrA,DNA gyrase subunit A,,fluoroquinolone resistance gene,0,100,100,99,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.4251,0,0,NP_462735.1,Salmonella enterica,gyrB,DNA gyrase subunit B,,fluoroquinolone resistance gene,0,100,100,100,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.408,0,0,BAA15934.1,Escherichia coli,baeS,BaeS histidine kinase,,efflux pump conferring antibiotic resistance,0,100,100,88,1.00E-245
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.1205,0,0,0,unknown,emrAB-tolC,EmrB efflux pump component,EmrB efflux pump component,efflux pump conferring antibiotic resistance,1409590,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.1207,0,0,0,unknown,emrAB-tolC,EmrR regulator,EmrR regulator,regulator modulating antibiotic resistance,7730261,0,0,0,0
